Identifier,Disease
DOID:5478,fallopian tube adenofibroma
DOID:9088,parapsoriasis
DOID:9080,macroglobulinemia
DOID:9082,obsolete mycosis fungoides involving intrathoracic lymph nodes
DOID:9084,"obsolete hodgkin's lymphoma, mixed cellularity, involving intra-abdominal lymph nodes"
DOID:9087,anal carcinoma in situ
DOID:9776,senile atrophy of choroid
DOID:0081379,amyotrophic lateral sclerosis type 25
DOID:9775,diastolic heart failure
DOID:9772,obsolete hematological disease of fetus and newborn
DOID:9773,female breast upper-outer quadrant cancer
DOID:9770,obsolete retracted nipple associated with childbirth
DOID:9771,transient neonatal thrombocytopenia
DOID:0081373,disabling pansclerotic morphea
DOID:0081372,lacrimoauriculodentodigital syndrome 3
DOID:0081371,lacrimoauriculodentodigital syndrome 2
DOID:0081370,ladd syndrome
DOID:0081377,"cox deficiency, benign infantile mitochondrial myopathy"
DOID:0081376,sorbitol dehydrogenase deficiency with peripheral neuropathy
DOID:9778,irritable bowel syndrome
DOID:0081374,nemaline myopathy 5b
DOID:0080424,developmental and epileptic encephalopathy 44
DOID:0080425,developmental and epileptic encephalopathy 47
DOID:0080426,developmental and epileptic encephalopathy 63
DOID:0080427,developmental and epileptic encephalopathy 40
DOID:0080352,x-linked chondrodysplasia punctata 2
DOID:0080421,developmental and epileptic encephalopathy 11
DOID:0070230,benign recurrent intrahepatic cholestasis
DOID:0070231,benign recurrent intrahepatic cholestasis 1
DOID:12304,conjunctival pigmentation
DOID:0080428,developmental and epileptic encephalopathy 45
DOID:0080429,developmental and epileptic encephalopathy 24
DOID:0070238,primary coenzyme q10 deficiency 1
DOID:0070239,primary coenzyme q10 deficiency 2
DOID:12959,lagophthalmos
DOID:0050313,obsolete primary brucellaceae infectious disease
DOID:0050312,obsolete primary campylobacteraceae infectious disease
DOID:4531,mucoepidermoid carcinoma
DOID:0050310,obsolete primary listeriaceae infectious disease
DOID:0070496,mitochondrial complex iv deficiency nuclear type 10
DOID:2467,obsolete reactive confusion
DOID:2462,retinal vascular disease
DOID:2460,anterior dislocation of lens
DOID:0070497,mitochondrial complex iv deficiency nuclear type 11
DOID:0050319,obsolete primary legionellaceae infectious disease
DOID:2469,obsolete swine erysipelas
DOID:2468,psychotic disorder
DOID:0050318,obsolete primary burkholderiaceae infectious disease
DOID:10708,obsolete passive-aggressive personality disorder
DOID:5485,synovial sarcoma
DOID:0111344,myeloproliferative disorder with eosinophilia
DOID:0111345,transient bullous dermolysis of the newborn
DOID:0111346,epidermolysis bullosa simplex with mottled pigmentation
DOID:0111347,epidermolysis bullosa with congenital localized absence of skin and deformity of nails
DOID:0111340,dominant optic atrophy plus syndrome
DOID:0111341,primary failure of tooth eruption
DOID:0111342,dermatopathia pigmentosa reticularis
DOID:0111343,lateral meningocele syndrome
DOID:3590,gestational trophoblastic neoplasm
DOID:3591,obsolete nonmetastatic gestational trophoblastic tumor
DOID:3593,epithelioid trophoblastic tumor
DOID:0111348,multiple epiphyseal dysplasia with myopia and deafness
DOID:0111349,hereditary desmoid disease
DOID:3596,placental site trophoblastic tumor
DOID:3597,obsolete good prognosis metastatic gestational trophoblastic tumor
DOID:2649,chondroblastoma
DOID:2648,sebaceous adenoma
DOID:4428,dyslexia
DOID:2643,perivascular epithelioid cell tumor
DOID:2642,obsolete lymphangiomyoma
DOID:2641,ovarian germ cell monodermal and highly specialized teratoma
DOID:2640,struma ovarii
DOID:2647,parachordoma
DOID:2645,benign mesothelioma
DOID:4358,obsolete metastatic melanoma
DOID:3187,brain oligodendroglioma
DOID:3186,adult oligodendroglioma
DOID:7033,anisakiasis
DOID:7032,bile duct clear cell adenocarcinoma
DOID:7031,glottis squamous cell carcinoma
DOID:7030,bronchial mucus gland adenoma
DOID:7037,childhood immature teratoma of ovary
DOID:7039,borst-jadassohn intraepidermal carcinoma
DOID:0111160,camptodactyly-tall stature-scoliosis-hearing loss syndrome
DOID:0111161,crouzon syndrome-acanthosis nigricans syndrome
DOID:0111162,epidermal nevus
DOID:0111163,molybdenum cofactor deficiency type b
DOID:0111164,molybdenum cofactor deficiency type a
DOID:0111165,molybdenum cofactor deficiency
DOID:0111166,molybdenum cofactor deficiency type c
DOID:0111167,dyggve-melchior-clausen disease
DOID:0111168,sepiapterin reductase deficiency
DOID:0111169,subcortical band heterotopia
DOID:0111698,proprotein convertase 1/3 deficiency
DOID:0111699,van den ende-gupta syndrome
DOID:4423,sea-blue histiocytosis
DOID:0110563,autosomal dominant nonsyndromic deafness 36
DOID:8914,obsolete burkitt's tumor or lymphoma involving intrapelvic lymph nodes
DOID:0110561,autosomal dominant nonsyndromic deafness 31
DOID:0110560,autosomal dominant nonsyndromic deafness 30
DOID:0110567,autosomal dominant nonsyndromic deafness 41
DOID:0110566,autosomal dominant nonsyndromic deafness 40
DOID:0110565,autosomal dominant nonsyndromic deafness 3b
DOID:8912,tinea nigra
DOID:4425,obsolete lipogranuloma
DOID:0110569,autosomal dominant nonsyndromic deafness 44
DOID:0110568,autosomal dominant nonsyndromic deafness 43
DOID:8919,obsolete mycosis fungoides involving lymph nodes of inguinal region and lower limb
DOID:8918,obsolete hodgkin's sarcoma involving lymph nodes of inguinal region and lower limb
DOID:4356,obsolete regressing malignant melanoma
DOID:10377,refractive amblyopia
DOID:10376,amblyopia
DOID:10375,strabismic amblyopia
DOID:0070103,obsolete noonan syndrome 3
DOID:10371,yaws
DOID:10378,deprivation amblyopia
DOID:0070106,obsolete noonan syndrome 6
DOID:0070107,obsolete noonan syndrome 7
DOID:0070109,obsolete noonan syndrome 9
DOID:1570,ectropion
DOID:1571,spastic ectropion
DOID:1572,normal pressure hydrocephalus
DOID:1573,communicating hydrocephalus
DOID:7698,non-functioning pancreatic endocrine tumor
DOID:7697,pancreatic acth hormone producing tumor
DOID:7696,lung hilum cancer
DOID:7694,bladder urachal adenocarcinoma
DOID:7693,abdominal aortic aneurysm
DOID:1575,rheumatic disease
DOID:14272,pericholangitis
DOID:8627,"obsolete hodgkin's lymphoma, lymphocytic depletion, involving lymph nodes of inguinal region and lower limb"
DOID:14270,ascending cholangitis
DOID:14271,acute cholangitis
DOID:14276,shoulder impingement syndrome
DOID:14275,atrophic vulva
DOID:14278,obsolete arthropathy of the hand
DOID:13050,corpus luteum cyst
DOID:8337,appendicitis
DOID:0110300,obsolete autosomal dominant limb-girdle muscular dystrophy type 1a
DOID:6610,bone epithelioid hemangioma
DOID:13979,obsolete primary pulmonary coccidioidomycosis
DOID:6344,melanotic psammomatous malignant peripheral nerve sheath tumor
DOID:6345,malignant melanocytic neoplasm of the peripheral nerve sheath
DOID:13975,obsolete metastatic tumor to the brain stem
DOID:13976,peptic esophagitis
DOID:0081055,central diabetes insipidus
DOID:13970,obsolete schizo-affective type schizophrenia chronic state
DOID:13972,female breast lower-outer quadrant cancer
DOID:0110306,autosomal dominant limb-girdle muscular dystrophy type 3
DOID:1695,obsolete congenital ichthyosis
DOID:10952,nephritis
DOID:1697,ichthyosis
DOID:1343,urethritis
DOID:1342,congenital hypoplastic anemia
DOID:10955,strongyloidiasis
DOID:1340,pure red-cell aplasia
DOID:10959,obsolete escherichia coli intestinal infectious disease
DOID:10958,obsolete salmonella arizonae intestinal infectious disease
DOID:1699,obsolete congenital ichthyosiform erythroderma
DOID:7967,lipid-cell variant infiltrating bladder urothelial carcinoma
DOID:7966,obsolete type 3 alps
DOID:7961,cervical non-keratinizing squamous cell carcinoma
DOID:7960,malignant spiradenoma
DOID:7962,tamoxifen-related endometrial lesion
DOID:7969,nested variant infiltrating bladder urothelial carcinoma
DOID:7968,plasmacytoid variant infiltrating bladder urothelial carcinoma
DOID:11027,obsolete chronic glomerulonephritis with lesion of membranous glomerulonephritis
DOID:11020,obsolete chronic glomerulonephritis with lesion of proliferative glomerulonephritis
DOID:11028,pseudopterygium
DOID:11029,pinguecula
DOID:0060707,lymphoproliferative syndrome 1
DOID:0060706,x-linked lymphoproliferative syndrome 2
DOID:0060705,x-linked lymphoproliferative syndrome 1
DOID:0060704,lymphoproliferative syndrome
DOID:0060703,muenke syndrome
DOID:0060702,familial hypocalciuric hypercalcemia 3
DOID:0060701,familial hypocalciuric hypercalcemia 2
DOID:0060700,familial hypocalciuric hypercalcemia 1
DOID:0060708,lymphoproliferative syndrome 2
DOID:0110981,joubert syndrome 10
DOID:0110980,joubert syndrome 1
DOID:0110983,joubert syndrome 14
DOID:0110982,joubert syndrome 13
DOID:0110985,joubert syndrome 16
DOID:0110984,joubert syndrome 15
DOID:0110987,joubert syndrome 18
DOID:0110986,joubert syndrome 17
DOID:0110989,joubert syndrome 20
DOID:0110988,joubert syndrome 2
DOID:9965,toxoplasmosis
DOID:9969,carotenemia
DOID:0080450,developmental and epileptic encephalopathy 17
DOID:0080452,developmental and epileptic encephalopathy 28
DOID:12269,"obsolete toxemia with convulsions complicating pregnancy, childbirth or the puerperium"
DOID:12268,obsolete eclampsia with delivery
DOID:0070274,hereditary nonpolyposis colorectal cancer type 2
DOID:8803,obsolete repetitive intrusions of sleep
DOID:0080456,developmental and epileptic encephalopathy 46
DOID:10003,sensorineural hearing loss
DOID:8802,trachea carcinoma in situ
DOID:1982,obsolete rhabdoviridae infectious disease
DOID:0050669,spastic cerebral palsy
DOID:0050668,alcohol-related birth defects
DOID:0050663,bethlem myopathy
DOID:0050662,bestrophinopathy
DOID:0050661,vitelliform macular dystrophy
DOID:0050660,beare-stevenson cutis gyrata syndrome
DOID:0050667,alcohol-related neurodevelopmental disorder
DOID:0050666,partial fetal alcohol syndrome
DOID:0050665,fetal alcohol syndrome
DOID:0050664,bietti crystalline corneoretinal dystrophy
DOID:208,obsolete hereditary neoplastic syndrome
DOID:1529,penile disease
DOID:1528,obsolete penile non-neoplastic disease
DOID:5648,choroid plexus carcinoma
DOID:5649,obsolete solid carcinoma
DOID:1523,colon lymphoma
DOID:1522,cecum lymphoma
DOID:5644,tricuspid valve prolapse
DOID:1520,colon carcinoma
DOID:204,enthesopathy
DOID:5643,urethral villous adenoma
DOID:1525,nodular nonsuppurative panniculitis
DOID:5641,diffuse pulmonary fibrosis
DOID:4111,cervical adenosarcoma
DOID:4110,parasitic ectoparasitic infectious disease
DOID:4113,uterine corpus adenosarcoma
DOID:801,hemarthrosis
DOID:10579,leukodystrophy
DOID:4114,uterine body mixed cancer
DOID:4117,vaginal adenosarcoma
DOID:9348,carotid artery dissection
DOID:10575,calcium metabolism disease
DOID:9346,taylor's syndrome
DOID:8626,obsolete sezary's disease involving spleen
DOID:809,cocaine abuse
DOID:10573,osteomalacia
DOID:9340,obsolete cheilopalatoschisis
DOID:0081290,antley-bixler syndrome without disordered steroidogenesis
DOID:0081291,chronic traumatic encephalopathy
DOID:0081292,traumatic brain injury
DOID:0081293,salivary gland mucoepidermoid carcinoma
DOID:0081294,neuronal intranuclear inclusion disease
DOID:0081295,essential tremor 6
DOID:0081296,oculopharyngodistal myopathy
DOID:0081297,oculopharyngodistal myopathy 1
DOID:0081298,oculopharyngodistal myopathy 2
DOID:0081299,oculopharyngodistal myopathy 3
DOID:0050487,bacterial exanthem
DOID:0050486,exanthem
DOID:0050485,sennetsu fever
DOID:0050484,aneruptive fever
DOID:0050483,obsolete rickettsia aeschlimannii spotted fever
DOID:0050482,obsolete lymphangitis-associated rickettsiosis
DOID:0050481,endemic typhus
DOID:0050480,epidemic typhus
DOID:0050489,multinodular goiter
DOID:0050488,early congenital syphilis
DOID:0060031,autoimmune disease of gastrointestinal tract
DOID:0081128,mandibuloacral dysplasia type a lipodystrophy
DOID:0081129,mandibuloacral dysplasia type b lipodystrophy
DOID:0081126,desanto-shinawi syndrome
DOID:0081127,mandibuloacral dysplasia
DOID:0081124,"craniofacial dysmorphism, skeletal anomalies, and impaired intellectual development syndrome 1"
DOID:0081125,"craniofacial dysmorphism, skeletal anomalies, and impaired intellectual development syndrome 2"
DOID:0081122,catel manzke syndrome
DOID:0081123,x-linked mental retardation gustavson type
DOID:0081120,graves ophthalmopathy
DOID:0081121,inclusion body myopathy and brain white matter abnormalities
DOID:3699,uterine ligament mucinous adenocarcinoma
DOID:3698,bile duct mucinous adenocarcinoma
DOID:3693,ampulla of vater mucinous adenocarcinoma
DOID:3692,anal canal adenocarcinoma
DOID:3691,anal colloid adenocarcinoma
DOID:3690,brachial plexus neuropathy
DOID:3697,acute transudative otitis media
DOID:3696,acute sanguinous otitis media
DOID:3695,obsolete adnexa adenocarcinoma
DOID:3694,obsolete adnexal mucinous adenocarcinoma
DOID:1838,menkes disease
DOID:13378,kawasaki disease
DOID:5166,endometrial stromal tumor
DOID:13372,alpha 1-antitrypsin deficiency
DOID:13371,scrub typhus
DOID:13376,obsolete congenital aortic insufficiency
DOID:13374,fibrodysplasia ossificans progressiva
DOID:13375,temporal arteritis
DOID:0060039,autoimmune disease of skin and connective tissue
DOID:12369,prolapse of urethra
DOID:12362,thyrotoxic exophthalmos
DOID:12363,intermittent proptosis
DOID:12360,lateral displacement of eye
DOID:12361,graves' disease
DOID:12364,pulsating exophthalmos
DOID:12365,malaria
DOID:5165,uterine corpus sarcoma
DOID:2132,brain sarcoma
DOID:11623,dental pulp necrosis
DOID:1988,rectum lymphoma
DOID:11624,penile benign neoplasm
DOID:3478,iris cancer
DOID:3476,obsolete lipomatous hamartoma
DOID:11629,pelvic muscle wasting
DOID:3473,obsolete brain hamartoma
DOID:3472,obsolete hamartoma of lung
DOID:3470,obsolete hamartoma of central nervous system
DOID:0111196,x-linked distal spinal muscular atrophy 3
DOID:8072,sarcomatous intrahepatic cholangiocarcinoma
DOID:2874,obsolete metastasis to the neck
DOID:2876,laryngeal squamous cell carcinoma
DOID:2877,larynx sarcoma
DOID:2870,endometrial adenocarcinoma
DOID:2871,endometrial carcinoma
DOID:2873,obsolete metastatic tumor to the larynx
DOID:2878,obsolete throat carcinoma
DOID:2879,nodular degeneration of cornea
DOID:0111579,"asthma, nasal polyps, and aspirin intolerance"
DOID:0111578,gillespie syndrome
DOID:0111577,dehydrated hereditary stomatocytosis 2
DOID:0111576,dehydrated hereditary stomatocytosis 1
DOID:0111575,dehydrated hereditary stomatocytosis
DOID:0111574,autosomal recessive woolly hair 3
DOID:0111573,autosomal dominant woolly hair
DOID:0111572,familial woolly hair syndrome
DOID:0111571,weyers acrofacial dysostosis
DOID:0111570,snowflake vitreoretinal degeneration
DOID:0070009,seckel syndrome 8
DOID:0070008,seckel syndrome 10
DOID:13709,premature ejaculation
DOID:0070001,obsolete neoplastic disease
DOID:0070000,3-methylglutaconic aciduria type 8
DOID:0070003,blastoma
DOID:0070002,3-methylglutaconic aciduria type 9
DOID:0070005,seckel syndrome 9
DOID:0070004,myeloid neoplasm
DOID:0070007,seckel syndrome 1
DOID:0070006,seckel syndrome 6
DOID:0110776,hereditary spastic paraplegia 25
DOID:0110777,hereditary spastic paraplegia 26
DOID:0110774,hereditary spastic paraplegia 23
DOID:0110775,hereditary spastic paraplegia 24
DOID:0110772,hereditary spastic paraplegia 19
DOID:0110773,hereditary spastic paraplegia 2
DOID:0110770,hereditary spastic paraplegia 17
DOID:0110771,hereditary spastic paraplegia 18
DOID:8766,obsolete lymphosarcoma involving intra-abdominal lymph nodes
DOID:8767,obsolete malignant histiocytosis involving lymph nodes of axilla and upper limb
DOID:8765,obsolete herpes simplex virus septicemia
DOID:8762,obsolete herpes simplex virus otitis externa
DOID:0110778,hereditary spastic paraplegia 27
DOID:8761,acute megakaryocytic leukemia
DOID:8578,soft palate cancer
DOID:5161,monckeberg arteriosclerosis
DOID:0110517,autosomal recessive nonsyndromic deafness 66
DOID:0070380,developmental and epileptic encephalopathy 85
DOID:6514,polyvesicular vitelline pattern ovarian yolk sac tumor
DOID:5160,arteriosclerosis obliterans
DOID:2251,hypertrophic elongation of cervix
DOID:8580,obsolete malignant histiocytosis
DOID:2253,cervix disease
DOID:8586,obsolete dysplasia of cervix
DOID:2255,obsolete short rib-polydactyly syndrome
DOID:2256,osteochondrodysplasia
DOID:2257,obsolete primary spirochaetales infectious disease
DOID:83,cataract
DOID:82,myotonic cataract
DOID:84,osteochondritis dissecans
DOID:4400,dermatosis papulosa nigra
DOID:0080891,yap1-mamld1 fusion-positive supratentorial ependymoma
DOID:789,obsolete hypotony of eye associated with another ocular disorder
DOID:784,chronic kidney disease
DOID:786,laryngeal disease
DOID:780,placenta disease
DOID:783,end stage renal disease
DOID:782,renal infectious disease
DOID:0080892,rela fusion-positive ependymoma
DOID:7756,neonatal leukemia
DOID:7757,childhood leukemia
DOID:7206,melanomatosis
DOID:7207,lung combined large cell neuroendocrine carcinoma
DOID:7752,extrahepatic biliary papillomatosis
DOID:7753,obsolete recurrent cancer of testis
