Identifier,Disease
optic atrophy 7,{DOID:0111437}
optic atrophy 6,{DOID:0111435}
optic atrophy 5,{DOID:0111438}
optic atrophy 4,{DOID:0111440}
optic atrophy 3,{DOID:0111433}
optic atrophy 2,{DOID:0111443}
optic atrophy 1,{DOID:0111441}
hyponychia congenita,{DOID:0080082}
age related macular degeneration 14,{DOID:0110026}
age related macular degeneration 15,{DOID:0110027}
age related macular degeneration 12,{DOID:0110024}
age related macular degeneration 13,{DOID:0110025}
age related macular degeneration 10,{DOID:0110022}
optic atrophy 8,{DOID:0111439}
demyelinating polyneuropathy,{DOID:5214}
poultry worker's lung,{DOID:13891}
obsolete metastatic anal cancer,{DOID:6710}
basal cell carcinoma of vulva,{DOID:4301}
combined granular-lattice corneal dystrophy,{DOID:0060444}
distal spinal muscular atrophy with vocal cord paralysis,{DOID:0111199}
distal myopathy with anterior tibial onset,{DOID:0111187}
hereditary retinal dystrophy,{DOID:8500}
extrinsic asthma with status asthmaticus,{DOID:9415}
loffler's syndrome,{DOID:9503}
chikungunya fever,{DOID:0050012}
calculus of gallbladder with cholecystitis (disorder),{DOID:9764}
otopalatodigital syndrome type 1,{DOID:0111783}
fallopian tube transitional cell carcinoma,{DOID:4008}
niemann-pick disease,{DOID:14504}
obsolete resectable bile duct cancer,{DOID:5933}
unspecified disorder of pancreatic internal secretion,{DOID:1427}
contact blepharoconjunctivitis,{DOID:13999}
familial infantile type osteochondrosis deformans tibiae,{DOID:14798}
pmm2-congenital disorder of glycosylation,{DOID:0080552}
acute apical periodontitis,{DOID:11693}
tumor of the brachial plexus,{DOID:5913}
17p13.3 microduplication syndrome,{DOID:0060432}
obsolete central nervous system melanoma,{DOID:6022}
neoplasm of placenta,{DOID:2021}
physical urticaria,{DOID:0060220}
obsolete capnocytophaga canimorsus endocarditis,{DOID:0050390}
"microcephaly, normal intelligence and immunodeficiency",{DOID:7400}
acute appendicitis,{DOID:8337}
"catatonic type schizophrenia, in remission",{DOID:12204}
non-syndromic x-linked intellectual disability 88,{DOID:0112053}
testicular lymphoma,{DOID:12253}
prostate adenoid cystic carcinoma,{DOID:4868}
gingival disease,{DOID:1483}
cornea plana,{DOID:0060287}
medulloblastoma non-wnt/non-shh group 3,{DOID:0080707}
medulloblastoma non-wnt/non-shh group 4,{DOID:0080708}
x-linked hypoparathyroidism,{DOID:0111388}
cataract 39 multiple types,{DOID:0110236}
geographic corneal dystrophy,{DOID:0060453}
non-syndromic x-linked intellectual disability 81,{DOID:0112033}
dee67,{DOID:0112203}
meckel diverticulitis,{DOID:8408}
benign lymphangioma,{DOID:1475}
larva migrans,{DOID:3106}
letterer-siwe disease of intrapelvic lymph nodes,{DOID:2571}
"simple type schizophrenia, unspecified state",{DOID:10339}
microcytic anemia,{DOID:11252}
lacrimal duct cancer,{DOID:12756}
cryptococcal gastroenteritis (disorder),{DOID:13019}
autosomal recessive congenital nystagmus,{DOID:0111797}
eye accommodation disease,{DOID:10034}
familial episodic pain syndrome 3,{DOID:0111731}
familial episodic pain syndrome 2,{DOID:0111730}
familial episodic pain syndrome 1,{DOID:0111729}
x-linked intellectual disability-hypotonia-recurrent infections syndrome,{DOID:0060799}
subclavian steal phenomenon,{DOID:13002}
malignant primary brain neoplasm,{DOID:1319}
soft palate cancer,{DOID:8578}
ofd10,{DOID:0060380}
familial lpl deficiency,{DOID:14118}
hypersensitivity pneumonitis,{DOID:841}
familial advanced sleep-phase syndrome,{DOID:0050628}
chronic antritis,{DOID:10792}
hamartoma (disorder),{DOID:3462}
carcinoma in situ of digestive organ,{DOID:8662}
early gastric cancer,{DOID:10541}
gonadal dysgenesis - turner,{DOID:3491}
small fox tapeworm,{DOID:12148}
hereditary keratitis,{DOID:0111383}
neuronal and glio-neuronal tumor,{DOID:2623}
intracranial structure hemangioma,{DOID:2517}
epidermoid carcinoma of the lacrimal gland,{DOID:5529}
"mixed phenotype acute leukemia, t/myeloid",{DOID:0081039}
primary biliary cholangitis,{DOID:12236}
obsolete diabetes mellitus with hyperosmolarity,{DOID:10836}
primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency,{DOID:0111967}
obsolete recurrent cancer of skin,{DOID:6962}
adult nephroblastoma,{DOID:2154}
diabetes mellitus type 2,{DOID:0111099}
peters anomaly,{DOID:0060673}
birt-hogg-dube syndrome,{DOID:0050676}
"hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of head, face and neck (disorder)",{DOID:8701}
darier's disease,{DOID:2734}
congenital convex pes valgus,{DOID:0111568}
malignant neoplasm of extrinsic larynx,{DOID:13476}
linear nevus sebaceous syndrome,{DOID:0111530}
malignant tumor of dermis,{DOID:5274}
pseudotumor of orbit,{DOID:9369}
partial trisomy 4q syndrome,{DOID:0111159}
spastic paraplegia due to nte mutation,{DOID:0110790}
toluene meta-diisocyanate allergic asthma,{DOID:0040043}
methotrexate-associated lymphoproliferation,{DOID:5821}
macular puckering of retina,{DOID:2006}
adult hepatoma,{DOID:0070328}
acute intestinal vascular insufficiency,{DOID:8590}
sagittal sinus thrombosis,{DOID:3576}
spinal muscular atrophy type ii,{DOID:0050530}
stage 0 colonic carcinoma,{DOID:8826}
gender incongruence,{DOID:1234}
seal finger (disorder),{DOID:2470}
obsolete gouty nephropathy,{DOID:581}
"congenital myasthenic syndrome 3a, slow-channel",{DOID:0110666}
familial partial lipodystrophy associated with plin1 mutations,{DOID:0070205}
obsolete schizo-affective type schizophrenia subchronic state with acute exacerbation,{DOID:13969}
obsolete hairy cell leukemia of spleen,{DOID:10265}
penis mixed squamous cell carcinoma,{DOID:8009}
"chondromalacia, systemic",{DOID:2556}
triple symptom complex,{DOID:13241}
onh,{DOID:0111531}
hereditary non-polyposis colon cancer syndrome,{DOID:3883}
breast fat necrosis,{DOID:10691}
mac disease,{DOID:2755}
mrxz,{DOID:0112046}
retinitis pigmentosa 68,{DOID:0110374}
combined oxidative phosphorylation deficiency 22,{DOID:0111498}
combined oxidative phosphorylation deficiency 23,{DOID:0111500}
combined oxidative phosphorylation deficiency 20,{DOID:0111478}
combined oxidative phosphorylation deficiency 21,{DOID:0111465}
combined oxidative phosphorylation deficiency 26,{DOID:0111490}
combined oxidative phosphorylation deficiency 27,{DOID:0111489}
combined oxidative phosphorylation deficiency 24,{DOID:0111485}
combined oxidative phosphorylation deficiency 25,{DOID:0111468}
combined oxidative phosphorylation deficiency 28,{DOID:0111470}
combined oxidative phosphorylation deficiency 29,{DOID:0111501}
neoplasm of caecum,{DOID:1517}
immune system cancer,{DOID:0060083}
x-linked progressive deafness 6,{DOID:0111735}
penaeus monodon allergy,{DOID:0060528}
intrinsic (urethral) sphincter deficiency [isd],{DOID:13461}
paediatric yolk sac tumour,{DOID:5342}
intestinal infectious disease due to arizona group of paracolon bacilli,{DOID:10958}
obsolete familial hypertriglyceridemia,{DOID:0050527}
malignant tumor of exocrine pancreas,{DOID:1795}
mrx1,{DOID:0112038}
mrx2,{DOID:0112016}
n syndrome,{DOID:0050769}
dental caries pit and fissure,{DOID:216}
mrx9,{DOID:0112034}
hereditary nonpolyposis colorectal neoplasm,{DOID:3883}
pseudohypoparathyroidism,{DOID:4184}
clear cell renal cell carcinoma,{DOID:4467}
severe congenital neutropenia-pulmonary hypertension-superficial venous angiectasis syndrome,{DOID:0112136}
orofaciodigital syndrome vii,{DOID:0060377}
ulcerative colitis,{DOID:8577}
multiple cutaneous and mucosal venous malformations,{DOID:0050792}
obsolete pigment dispersion syndrome of iris,{DOID:9377}
pediatric testicular yolk sac tumor,{DOID:6081}
factor xii deficiency,{DOID:2231}
herpes simplex,{DOID:8566}
arteriovenous hemangioma,{DOID:11294}
dermatitis due to cosmetics,{DOID:3143}
obsolete balamuthia mandrillaris infectious disease,{DOID:0050233}
pyoderma,{DOID:4223}
autosomal recessive msmd due to partial ifngammar1 deficiency,{DOID:0111955}
gingival recession,{DOID:1134}
chronic chagas' disease with heart involvement,{DOID:12569}
macular holes,{DOID:7633}
autoimmune hemolytic anaemia,{DOID:718}
cheek mucosa cancer,{DOID:8702}
torsion dystonia 2,{DOID:0090038}
torsion dystonia 1,{DOID:0060730}
torsion dystonia 7,{DOID:0090040}
torsion dystonia 6,{DOID:0090039}
torsion dystonia 4,{DOID:0090041}
"major depressive disorder, recurrent episode, in full remission",{DOID:11947}
systemic sclerosis,{DOID:418}
malignant pheochromocytoma,{DOID:0080347}
wallenberg syndrome,{DOID:3522}
obsolete neoplastic pregnancy complications,{DOID:14072}
tetraamelia syndrome,{DOID:0112191}
melanocytoma of meninges,{DOID:5900}
lgmd3,{DOID:0110276}
obsolete sezary's disease involving lymph nodes of inguinal region and lower limb,{DOID:8599}
obsolete tympanosclerosis of tympanic membrane only,{DOID:1215}
plasma cell leukaemia,{DOID:9513}
obsolete superficial basidiomycota mycosis,{DOID:0050281}
phid,{DOID:0111278}
gonococcal keratitis,{DOID:9697}
cog5-cdg,{DOID:0070261}
pseudopolyposis of colon (disorder),{DOID:9070}
pneumonia in aspergillosis,{DOID:13165}
lymphoma of the spinal cord,{DOID:14150}
papillary carcinoma of the thymus,{DOID:5595}
pntsu,{DOID:0111258}
mesenteric adenitis,{DOID:10782}
neuroinvasive st. louis encephalitis virus infection,{DOID:10845}
dubowitz syndrome,{DOID:14796}
obsolete gastrointestinal hemorrhage of fetus or newborn,{DOID:12612}
monkeypox,{DOID:3292}
"synovial, tendon or bursa disorder nos (disorder)",{DOID:12221}
urinary system benign neoplasm,{DOID:731}
obsolete spinocerebellar ataxia type 16,{DOID:0050966}
alopecia mucinosa,{DOID:9905}
uterine ligament serous adenocarcinoma,{DOID:5747}
bronchiolitis exudativa,{DOID:2799}
"mitochondrial neurogastrointestinal encephalopathy syndrome, tymp-related",{DOID:0080119}
autosomal dominant cutis laxa,{DOID:0070142}
"nodular lymphoma of lymph nodes of head, face, and neck (disorder)",{DOID:8773}
"progressive epilepsy with mental retardation, northern epilepsy",{DOID:0110724}
obsolete rheumatic pneumonia,{DOID:1585}
y-linked deafness 1,{DOID:0111759}
paediatric ovarian germ cell neoplasm,{DOID:6084}
y-linked deafness 2,{DOID:0111758}
low-birth-weight dwarfism with skeletal dysplasia,{DOID:0060608}
jequier-kozlowski syndrome,{DOID:0111554}
presenile dementia with bone cysts,{DOID:0090112}
testotoxicosis,{DOID:0111545}
obsolete schistosoma mattheei infectious disease,{DOID:13720}
chronic dacryocystitis,{DOID:9937}
tracheal stenosis,{DOID:3227}
spondylometaphyseal dysplasia sedaghatian type,{DOID:0112298}
oi21,{DOID:0112201}
palmoplantar hyperkeratosis-hearing loss syndrome,{DOID:0111505}
pericoronitis,{DOID:3671}
familial isolated vitamin e deficiency,{DOID:0090028}
obsolete non-resectable hepatocellular carcinoma,{DOID:5019}
aortic valve prolapse,{DOID:5232}
ankylosis of joint of hand,{DOID:381}
congenital mitral insufficiency,{DOID:11502}
lymphedema with distichiasis,{DOID:0111509}
potter sequence,{DOID:12594}
polyneuritis,{DOID:12843}
bartholin gland neoplasm,{DOID:2068}
reducing body myopathy 1a,{DOID:0080090}
reducing body myopathy 1b,{DOID:0080687}
mycosis fungoides lymphoma,{DOID:8691}
hemosiderosis,{DOID:12119}
port wine type hemangioma,{DOID:2724}
mitochondrial complex iii deficiency nuclear type 8,{DOID:0080117}
mitochondrial complex iii deficiency nuclear type 9,{DOID:0080118}
mitochondrial complex iii deficiency nuclear type 6,{DOID:0080115}
mitochondrial complex iii deficiency nuclear type 7,{DOID:0080116}
mitochondrial complex iii deficiency nuclear type 4,{DOID:0080113}
mitochondrial complex iii deficiency nuclear type 5,{DOID:0080114}
rhabdomyosarcoma of the orbit,{DOID:3259}
mitochondrial complex iii deficiency nuclear type 3,{DOID:0080112}
mitochondrial complex iii deficiency nuclear type 1,{DOID:0080111}
slc39a8-cdg,{DOID:0070266}
corneal deposit,{DOID:11547}
acute leukemia,{DOID:12603}
mucinous ovarian cystadenoma,{DOID:3267}
latent schizophrenia,{DOID:10343}
saccular cerebral aneurysm,{DOID:0060228}
autosomal recessive pseudohypoaldosteronism type 1,{DOID:0060854}
autosomal recessive intellectual developmental disorder 1,{DOID:0081177}
childhood choriocarcinoma of the testis,{DOID:6160}
autosomal recessive intellectual developmental disorder 2,{DOID:0081178}
autosomal recessive intellectual developmental disorder 5,{DOID:0081181}
autosomal recessive intellectual developmental disorder 4,{DOID:0081187}
autosomal recessive intellectual developmental disorder 7,{DOID:0081183}
autosomal recessive intellectual developmental disorder 6,{DOID:0081182}
pseudobulbar paralysis,{DOID:12680}
myelitis,{DOID:322}
exocrine pancreatic insufficiency,{DOID:13316}
esophageal basaloid squamous cell carcinoma,{DOID:7051}
"congenital ichthyosis, unspecified (disorder)",{DOID:1695}
b-lymphoblastic leukemia/lymphoma with iamp21,{DOID:0080651}
b-cell lymphocytic leukemia/small lymphocytic lymphoma,{DOID:6354}
relapsed adult liver cancer,{DOID:7084}
central nervous system neuroblastoma with foxr2 activation,{DOID:0080906}
cryptogenic pulmonary eosinophilia,{DOID:9502}
osteogenesis imperfecta with congenital joint contractures,{DOID:0060231}
chronic granulomatous disease,{DOID:3265}
falciparum malaria,{DOID:14067}
obsolete intraductal papillary adenocarcinoma with invasion,{DOID:5594}
cst3-related cerebral amyloid angiopathy,{DOID:0070027}
15q11.2 microdeletion syndrome,{DOID:0060393}
goldberg-shprintzen megacolon syndrome,{DOID:0060481}
long qt syndrome 10,{DOID:0110651}
non-arteritic anterior ischaemic optic neuropathy,{DOID:0050864}
ifap syndrome 1 with or without bresheck syndrome,{DOID:0111821}
neuronal ceroid lipofuscinosis 7,{DOID:0110722}
malignant upper limb melanoma,{DOID:8923}
peripheral cholangiocarcinoma,{DOID:4928}
palmoplantar keratoderma with esophageal cancer,{DOID:0111506}
multiple congenital anomalies-hypotonia-seizures syndrome,{DOID:0080503}
atheroembolism,{DOID:1461}
trh resistance syndrome,{DOID:0111836}
placenta malformation,{DOID:7507}
sleep disorder,{DOID:535}
aplcc,{DOID:0111877}
obsolete banna virus encephalitis,{DOID:0050496}
vaginal condyloma acuminatum,{DOID:11169}
medullary carcinoma (morphologic abnormality),{DOID:3974}
stereotypy habit disorder,{DOID:2303}
temple syndrome,{DOID:0111713}
paedophilia,{DOID:13351}
paranasal sinus cancer,{DOID:0050619}
undifferentiated giant cell carcinoma of the thyroid gland,{DOID:7809}
cystic echinococcosis,{DOID:1495}
"tuberculosis of peripheral lymph nodes, unspecified examination",{DOID:8976}
eczema herpeticum,{DOID:9123}
niikawa-kuroki syndrome,{DOID:0060473}
brachial plexus neuritis,{DOID:3689}
surf1-related charcot-marie-tooth disease type 4,{DOID:0110187}
thalamic disease,{DOID:4662}
"obsolete thyroid dysfunction complicating pregnancy, childbirth, or the puerperium",{DOID:10447}
recurrent erosion syndrome,{DOID:11541}
mucopolysaccharidosis type iiia (sanfilippo a),{DOID:0111395}
vasomotor rhinitis,{DOID:4730}
squamous cell cancer,{DOID:1749}
skin glomangioma,{DOID:2435}
fim1,{DOID:0110679}
berardinelli-seip congenital lipodystrophy type 4 with muscular dystrophy,{DOID:0111138}
hyperhomocysteinemia,{DOID:9279}
graft versus host disease,{DOID:0081267}
alcoholic ketoacidosis,{DOID:0080949}
familial partial lipodystrophy associated with lipe mutations,{DOID:0070206}
n-acetyl glutamate synthetase deficiency,{DOID:0112258}
ovarian mmmt,{DOID:6170}
pneumonic tularaemia,{DOID:2122}
"mental retardation, x-linked syndromic 10",{DOID:0060810}
allergic contact dermatitis to dinitrochlorobenzene,{DOID:0040069}
heel spur,{DOID:210}
obsolete helicobacter pylori-related carcinoma,{DOID:5663}
inflammatory disease of the uterus,{DOID:13736}
congenital fibrosis of the extraocular muscles 5,{DOID:0081020}
congenital fibrosis of the extraocular muscles 4,{DOID:0081021}
charcot-marie-tooth neuropathy x-linked recessive 3,{DOID:0110211}
charcot-marie-tooth neuropathy x-linked recessive 2,{DOID:0110208}
charcot-marie-tooth neuropathy x-linked recessive 5,{DOID:0110210}
congenital fibrosis of the extraocular muscles 2,{DOID:0081016}
transient retinal arterial occlusion,{DOID:8482}
enteric paratyphosis,{DOID:11092}
arthropathy associated with neurological disorder,{DOID:14286}
hereditary hyperphosphatasia,{DOID:0081368}
mottling of enamel,{DOID:13711}
defn,{DOID:3052}
alcohol withdrawal delirium,{DOID:8639}
cystadenocarcinoma,{DOID:3111}
sulfocysteinuria,{DOID:0111270}
cardio-facial-cutaneous syndrome,{DOID:0060233}
vip- secreting tumor,{DOID:5574}
arthropathy in behcet's syndrome involving multiple sites,{DOID:1670}
diaphragmatic hernia-hypertelorism-myopia-deafness syndrome,{DOID:0090144}
obsolete ophthalmic herpes zoster,{DOID:8535}
ppk mutilans and deafness,{DOID:0111339}
disuse amblyopia,{DOID:10378}
dextrotransposition of aorta,{DOID:6406}
t2-high asthma,{DOID:0080817}
cystic hygroma,{DOID:3081}
gestational hypertension,{DOID:10591}
epithelioid trophoblastic tumor,{DOID:3593}
wolffian duct neoplasm,{DOID:4468}
breast osteosarcoma,{DOID:7787}
solomon syndrome,{DOID:0111530}
meningioma of the cavernous sinus,{DOID:4435}
pineal meningioma,{DOID:8031}
pulmonary infundibular stenosis,{DOID:8861}
central hypothyroidism due to trh receptor deficiency,{DOID:0111836}
hyperprolinemia type ii,{DOID:0080543}
methylmalonic aciduria cblb type,{DOID:0060743}
pitt syndrome,{DOID:0050460}
"2,8-dihydroxyadenine urolithiasis",{DOID:0060350}
epidermolysis bullosa herpetiformis dowling-meara type,{DOID:0060735}
sedaghatian chondrodysplasia,{DOID:0112298}
cholesteatoma,{DOID:869}
thyroiditis,{DOID:7166}
trochlear nerve disease,{DOID:13864}
cone-rod dystrophy 19,{DOID:0111025}
cone-rod dystrophy 18,{DOID:0111024}
cone-rod dystrophy 17,{DOID:0111023}
cone-rod dystrophy 16,{DOID:0111022}
cone-rod dystrophy 15,{DOID:0111021}
cone-rod dystrophy 14,{DOID:0080314}
cone-rod dystrophy 13,{DOID:0111016}
cone-rod dystrophy 12,{DOID:0111019}
cone-rod dystrophy 11,{DOID:0111018}
cone-rod dystrophy 10,{DOID:0111017}
blood vessel tumor,{DOID:175}
embryonal carcinoma of ovary,{DOID:5681}
obsolete hereditary neoplastic syndrome,{DOID:208}
fibroadenoma of breast,{DOID:1618}
disorder of pancreatic internal secretion (disorder),{DOID:1427}
mpnst with rhabdomyosarcoma,{DOID:6707}
facio-oculo-acoustico-renal syndrome,{DOID:0090144}
autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to tud deficiency,{DOID:0111613}
